Scaffold,Inhibitor,Noninhibitor,OddsRatio,p_value,
O=C(Nc1nnc(CSc2ccccc2)s1)c1ccccc1,0,1,0,1,0
O=C(Nc1nnc(Cc2ccccc2)s1)c1ccco1,0,1,0,1,0
O=C(Nc1nnco1)c1ccc(S(=O)(=O)N2CCCCCC2)cc1,0,1,0,1,0
O=C(Nc1nncs1)C1CCN(C(=O)NC2CCCCC2)CC1,0,1,0,1,0
O=C(Nc1nncs1)C1COc2ccccc2O1,0,1,0,1,0
O=C(Nc1nncs1)NS(=O)(=O)c1ccccc1,0,1,0,1,0
O=C(Nc1nncs1)c1cc2ccccc2s1,0,1,0,1,0
O=C(Nc1nncs1)c1ccc2ccccc2n1,0,1,0,1,0
O=C(Nc1nncs1)c1cccc(S(=O)(=O)N2CCCCCC2)c1,0,1,0,1,0
O=C(Nc1nncs1)c1ccccn1,0,1,0,1,0
O=C(Nc1nncs1)c1cccs1,0,1,0,1,0
O=C(Nc1nncs1)c1cnn(-c2ccccc2)c1,0,1,0,1,0
O=C(Nc1nnn[nH]1)c1ccccc1,0,1,0,1,0
O=C(Nc1sccc1C(c1cccnc1)N1CCNCC1)c1ccco1,0,1,0,1,0
O=C(Nn1cc2c(c1)C1C=CC2O1)c1ccccc1,0,1,0,1,0
O=C(Nn1cc[nH]c1=S)c1ccccc1,0,1,0,1,0
O=C(Nn1cccc1)c1ccccc1,0,1,0,1,0
O=C(Nn1cccc1)c1ccncc1,0,1,0,1,0
O=C(OC(C(=O)NC1CCCCC1)c1ccccc1)c1ccco1,0,1,0,1,0
O=C(OC(C(=O)c1ccccc1)c1ccccc1)c1ccccc1,0,1,0,1,0
O=C(OC12CCCC34C5CC6CCC(C5C6)C(CC13)C4NC2)c1ccccc1,0,1,0,1,0
O=C(OC1C2CCCC(=CC(=O)C3CCC4OCC4C31)C2)c1ccccc1,0,1,0,1,0
O=C(OC1CC2C3CC4C1C2C1(CCCCC41)O3)c1ccc[nH]1,0,1,0,1,0
O=C(OC1CC2CCC(C1)[NH2+]2)C1CCC(C(=O)OC2CC3CCC(C2)[NH2+]3)(c2ccccc2)c2ccccc21,0,1,0,1,0
O=C(OC1CCC2C3CCC4C5CCC6CC7CCCCN7CC6C5CC42OC13)c1ccccc1,0,1,0,1,0
O=C(OC1CCC2CC3c4[nH]c5ccccc5c4CCN3CC2C1)c1ccccc1,0,1,0,1,0
O=C(OC1CCC2c3ccccc3CCC2C1)c1ccccc1,0,1,0,1,0
O=C(OC1CCCC(COC2CCC(OC3CCCCO3)CO2)O1)C12CCCCC1C1=CCC3C4CCCCC4CCC3C1CC2,0,1,0,1,0
O=C(OC1CCCNC1)C(c1ccccc1)c1ccccc1,0,1,0,1,0
O=C(OC1CCN(c2ccccn2)CC1)c1ccccc1,0,1,0,1,0
O=C(OC1CCNC1)C(c1ccccc1)C1CCCC1,0,1,0,1,0
O=C(OC1CCOC1=O)c1ccnc2ccccc12,0,1,0,1,0
O=C(OC1CC[NH2+]C1)C(c1ccccc1)C1CCCC1,0,1,0,1,0
O=C(OC1CC[NH2+]CC1)C(c1ccccc1)c1ccccc1,0,1,0,1,0
O=C(OC1Cc2ccccc2OC1c1ccccc1-c1ccccc1C1CCc2ccccc2O1)c1ccccc1,0,1,0,1,0
O=C(OC1Cc2ccccc2OC1c1ccccc1-c1ccccc1C1Oc2ccccc2CC1OC(=O)c1ccccc1)c1ccccc1,0,1,0,1,0
O=C(OC1OCCCC1OC1CCC(OC2CCCCO2)CO1)C12CCCCC1C1=CCC3C4CCC(OC5CCC(OC6CCCCO6)CO5)CC4CCC3C1CC2,0,1,0,1,0
O=C(OC1c2nccnc2C(=O)N1c1ccccn1)N1CCNCC1,0,1,0,1,0
O=C(OCC(=O)N1CCOCC1)c1cccnc1,0,1,0,1,0
O=C(OCC(=O)N1CCc2ccccc21)c1cc[nH]c1,0,1,0,1,0
O=C(OCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1)c1ccccc1,0,1,0,1,0
O=C(OCC1(OC2CCCCO2)C2OC3CCC1C(C3)O2)c1ccccc1,0,1,0,1,0
O=C(OCC12CCCC34C5CC6CCC(C5C6)C(CC13)C4NC2)c1ccccc1-n1cccc1,0,1,0,1,0
O=C(OCC1CC(c2ccccc2)=NO1)c1ccccc1,0,1,0,1,0
O=C(OCC1CC1)c1ccccc1,0,1,0,1,0
O=C(OCC1CCNCC1)c1c[nH]c2ccccc12,0,1,0,1,0
O=C(OCC1OC(c2ccccc2)C=CC1Oc1ccccc1)N1CCCCC1,0,1,0,1,0
O=C(OCCCN1CCCCC1)c1ccccc1,0,1,0,1,0
O=C(OCCN1CCCCC1)C1CCC2CCC3C(=CC(=O)C4C5CCCCC5CCC34)C2C1,0,1,0,1,0
O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12,0,1,0,1,0
O=C(OCCNC1CCCCC1)c1ccccc1,0,1,0,1,0
O=C(OCCOC(=O)c1ccccc1)c1ccccc1,0,1,0,1,0
O=C(OCc1ccc(C(=O)Oc2ccccc2)cc1)c1ccccc1,0,1,0,1,0
O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1,0,1,0,1,0
O=C(OCc1ccccc1)C1CC2CCC(C1)[NH2+]2,0,1,0,1,0
O=C(OCc1ccccc1)N1CCCC1,0,1,0,1,0
O=C(OCc1ccccc1)N1CCCCC1,0,1,0,1,0
O=C(OCc1ccccc1)c1ccc2c(c1)-c1ccccc1C2=O,0,1,0,1,0
O=C(OCc1ccccc1)c1cccnc1,0,1,0,1,0
O=C(ON=C1CCCc2ccccc21)c1cccc2ccccc12,0,1,0,1,0
O=C(ON=C1CCN(S(=O)(=O)c2ccccc2)CC1)c1ccccc1,0,1,0,1,0
O=C(ON=C1CCSc2ccccc21)c1ccccc1,0,1,0,1,0
O=C(ON=Cc1c[nH]c2ccccc12)c1ccccc1,0,1,0,1,0
O=C(ON=Cc1cc(-c2ccccc2)no1)c1ccccc1,0,1,0,1,0
O=C(ON=Cc1ccc(N2CCCCC2)cc1)c1ccccc1,0,1,0,1,0
O=C(ON=Cc1ccc([SH+]c2ccccc2)nc1)c1ccccc1,0,1,0,1,0
O=C(ON=Cc1ccccc1)c1ccccc1,0,1,0,1,0
O=C(ON=Cc1cnc(-c2ccccc2)s1)c1ccccc1,0,1,0,1,0
O=C(ON=Cc1nc(-c2ccccc2)cs1)c1ccco1,0,1,0,1,0
O=C(ONC(=O)c1cccs1)c1ccccc1,0,1,0,1,0
O=C(ONc1ccccc1)c1ccccc1,0,1,0,1,0
O=C(Oc1cc(OC(=O)c2ccccc2)c2c(c1)OC(c1ccc(OC(=O)c3ccccc3)c(OC(=O)c3ccccc3)c1)C(OC(=O)c1ccccc1)C2)c1ccccc1,0,1,0,1,0
O=C(Oc1ccc(C(=S)N2CCOCC2)cc1)c1ccccc1,0,1,0,1,0
O=C(Oc1ccc(C=C2C=NN(c3ccccc3)C2=O)cc1)c1cccs1,0,1,0,1,0
O=C(Oc1ccc2ccoc2c1)c1ccccc1,0,1,0,1,0
O=C(Oc1cccc(-c2ccccc2)c1)c1ccccc1,0,1,0,1,0
O=C(Oc1cccc(C=NNS(=O)(=O)c2ccccc2)c1)c1ccccc1,0,1,0,1,0
O=C(Oc1cccc2ccccc12)N1CCCC1,0,1,0,1,0
O=C(Oc1ccccc1)C1CC1,0,1,0,1,0
O=C(Oc1ccccc1)C1c2ccccc2Oc2ccccc21,0,1,0,1,0
O=C(Oc1ccccc1)N1CCC(N2CCCCC2)CC1,0,1,0,1,0
O=C(Oc1ccccc1)N1CCC2(CC1)CCN(c1ccncc1)CC2,0,1,0,1,0
O=C(Oc1ccccc1)N1CCC2(CC1)CNC2,0,1,0,1,0
O=C(Oc1ccccc1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,0,1,0,1,0
O=C(Oc1ccccc1)N1CCC2(CCCN(c3ncccn3)C2)CC1,0,1,0,1,0
O=C(Oc1ccccc1)N1CCC2(CCCNC2)CC1,0,1,0,1,0
O=C(Oc1ccccc1)N1CCOCC1,0,1,0,1,0
O=C(Oc1ccccc1)c1cc[nH]n1,0,1,0,1,0
O=C(Oc1ccccc1)c1ccc(N2CCOCC2)cc1,0,1,0,1,0
O=C(Oc1ccccc1)c1cccc(C(=O)Oc2ccccc2)n1,0,1,0,1,0
O=C(Oc1ccccc1)c1ccccc1OS(=O)(=O)c1ccccc1,0,1,0,1,0
O=C(Oc1ccccc1)c1ccccc1Oc1ncccn1,0,1,0,1,0
O=C(Oc1ccccc1)c1ccncc1,0,1,0,1,0
O=C(Oc1ccccc1-n1cc2c(c1)CCCC2)c1ccccc1,0,1,0,1,0
O=C(Oc1ccccn1)c1cccc(C(=O)Oc2ccccn2)n1,0,1,0,1,0
O=C(Oc1ccnn2cnnc12)c1ccccc1,0,1,0,1,0
O=C(Oc1oc(-c2ccco2)nc1C=Nc1ccccc1)c1ccco1,0,1,0,1,0
O=C(SC=CNCc1cncnc1)c1ccccc1,0,1,0,1,0
O=C(SCc1cccc2ccccc12)c1ccccc1,0,1,0,1,0
O=C(c1cc(-c2ccccc2)nc2ccccc12)n1cccn1,0,1,0,1,0
O=C(c1cc(-c2ccccc2)on1)N1CCN(C(=O)c2ccco2)CC1,0,1,0,1,0
O=C(c1cc(-c2ccco2)on1)N1CCOCC1,0,1,0,1,0
O=C(c1cc(=O)[nH]c2ccccc12)N1CCC2(CC1)OCCO2,0,1,0,1,0
O=C(c1cc2c(s1)CCC2)N1CCOCC1,0,1,0,1,0
O=C(c1cc2cc3ccccc3nc2s1)N1CCc2ccccc2C1,0,1,0,1,0
O=C(c1cc2nc(-c3ccco3)ccn2n1)N1CCc2ccccc2C1,0,1,0,1,0
O=C(c1cc2ncccn2n1)N1CCN(C(=O)c2ccco2)CC1,0,1,0,1,0
O=C(c1cc[nH]c1)N1CCN(C(=O)c2ccco2)CC1,0,1,0,1,0
O=C(c1ccc(-c2ccc(-c3ncon3)cc2)cc1)N1CCc2cc3c(cc21)C1(CCNCC1)CO3,0,1,0,1,0
O=C(c1ccc(-n2cccc2)cc1)N1CCNCC1,0,1,0,1,0
O=C(c1ccc(-n2cnnn2)cc1)N1CCC(N2CCCCC2)CC1,0,1,0,1,0
O=C(c1ccc(C=NOC2CCCCO2)cc1)N1CCCCC1c1ccccc1,0,1,0,1,0
O=C(c1ccc(C=NOCCC2C=CCCO2)cc1)N1CCCCC1c1ccccc1,0,1,0,1,0
O=C(c1ccc(C=NOCc2cc(-c3ccccc3)no2)cc1)N1CCCCC1c1ccccc1,0,1,0,1,0
O=C(c1ccc(CNS(=O)(=O)c2ccccc2)cc1)N1CCCC1,0,1,0,1,0
O=C(c1ccc(COc2ccccc2)cc1)N1CCN(c2ccccn2)CC1,0,1,0,1,0
O=C(c1ccc(COc2ccccc2)o1)N1CCN(c2ccccn2)CC1,0,1,0,1,0
O=C(c1ccc(COc2ccccc2)o1)N1CCNCC1,0,1,0,1,0
O=C(c1ccc(COc2ccccc2)o1)n1cccn1,0,1,0,1,0
O=C(c1ccc(S(=O)(=O)N2CCCCCC2)cc1)N1CCC(CN2C(=O)c3cccc4cccc(c34)C2=O)CC1,0,1,0,1,0
O=C(c1ccc2c(c1)C(=O)N(Cc1ccco1)C2=O)N1CCOCC1,0,1,0,1,0
O=C(c1ccc2c(c1)N(Cc1ccccc1)C(=O)CS2)N1CCOCC1,0,1,0,1,0
O=C(c1ccc2ccccc2c1)c1cncs1,0,1,0,1,0
O=C(c1ccc2ccccc2c1)c1cnn(-c2ccccc2)c1,0,1,0,1,0
O=C(c1ccc[nH]1)N1CCC2(CC1)CCN(c1cccc(-c3ccccc3)c1)CC2,0,1,0,1,0
O=C(c1ccc[nH]1)N1CCC2(CC1)CCN(c1ccccn1)CC2,0,1,0,1,0
O=C(c1ccc[nH]1)N1CCC2(CC1)CCN(c1ccncc1)CC2,0,1,0,1,0
O=C(c1ccc[nH]1)N1CCC2(CC1)CN(c1ccncc1)C2,0,1,0,1,0
O=C(c1ccc[nH]1)N1CCC2(CC1)CNC2,0,1,0,1,0
O=C(c1ccc[nH]1)N1CCC2(CCCN(c3ncccn3)C2)CC1,0,1,0,1,0
O=C(c1ccc[nH]1)N1CCC2(CCCNC2)CC1,0,1,0,1,0
O=C(c1ccc[nH]1)N1CCCC2(CCNC2)C1,0,1,0,1,0
O=C(c1cccc(S(=O)(=O)N2CCOCC2)c1)N1CCNCC1,0,1,0,1,0
O=C(c1cccc(S(=O)(=O)NCc2ccccc2)c1)N1CCN(c2ccccn2)CC1,0,1,0,1,0
O=C(c1cccc2ccccc12)c1c[nH]c2ccccc12,0,1,0,1,0
O=C(c1ccccc1)C1C(=O)c2ccccc2C1=O,0,1,0,1,0
O=C(c1ccccc1)C1C(c2ccccc2)C2OC13N(Cc1ccccc1)C=CC(c1ccccc1)N3C2=O,0,1,0,1,0
O=C(c1ccccc1)C1C2c3ccccc3OC(=O)C12C(=O)c1ccco1,0,1,0,1,0
O=C(c1ccccc1)C1C=Nc2nnnn2C1c1ccccc1,0,1,0,1,0
O=C(c1ccccc1)C1CC=CCC1c1ccccc1,0,1,0,1,0
O=C(c1ccccc1)C1CCN(C(=O)Nc2ccccc2)CC1,0,1,0,1,0
O=C(c1ccccc1)C1OC1c1ccc(-c2ccccc2)cc1,0,1,0,1,0
O=C(c1ccccc1)N(Cc1ccco1)C1CCS(=O)(=O)C1,0,1,0,1,0
O=C(c1ccccc1)N1CCC(N2CCOCC2)CC1,0,1,0,1,0
O=C(c1ccccc1)N1CCC2(CC1)CCN(c1cccc(-c3ccccc3)c1)CC2,0,1,0,1,0
O=C(c1ccccc1)N1CCC2(CC1)CCN(c1ncccn1)CC2,0,1,0,1,0
O=C(c1ccccc1)N1CCC2(CC1)CN(c1ccc(-c3ccccc3)cc1)C2,0,1,0,1,0
O=C(c1ccccc1)N1CCC2(CC1)CN(c1ccccc1)C2,0,1,0,1,0
O=C(c1ccccc1)N1CCC2(CC1)CN(c1ccccn1)C2,0,1,0,1,0
O=C(c1ccccc1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,0,1,0,1,0
O=C(c1ccccc1)N1CCC2(CCCN(c3ncccn3)C2)CC1,0,1,0,1,0
O=C(c1ccccc1)N1CCC=N1,0,1,0,1,0
O=C(c1ccccc1)N1CCCC(c2ccccc2)=N1,0,1,0,1,0
O=C(c1ccccc1)N1CCCC1,0,1,0,1,0
O=C(c1ccccc1)N1CCN(c2cc(=O)[nH]nc2-c2ccccc2)CC1,0,1,0,1,0
O=C(c1ccccc1)N1CCN(c2cc3c(cn2)CCC3)CC1,0,1,0,1,0
O=C(c1ccccc1)N1CCSC1=S,0,1,0,1,0
O=C(c1ccccc1)N1COc2ncnnc2-c2ccccc21,0,1,0,1,0
O=C(c1ccccc1)c1c[nH]c(-c2nc3ccccc3[nH]2)c1,0,1,0,1,0
O=C(c1ccccc1)c1c[nH]c(C(=O)NCC2CCCO2)c1,0,1,0,1,0
O=C(c1ccccc1)c1c[nH]c(C(=O)NCc2cccs2)c1,0,1,0,1,0
O=C(c1ccccc1)c1c[nH]n(-c2ccccc2)c1=O,0,1,0,1,0
O=C(c1ccccc1)c1ccc2[nH]cnc2c1,0,1,0,1,0
O=C(c1ccccc1)c1ccc2c(c1)OCCO2,0,1,0,1,0
O=C(c1ccccc1)c1ccccc1-c1ccccc1,0,1,0,1,0
O=C(c1ccccc1)c1ccccc1N=CCc1nnnn1-c1ccccc1,0,1,0,1,0
O=C(c1ccccc1)c1ccccc1NS(=O)(=O)c1ccccc1,0,1,0,1,0
O=C(c1ccccc1)c1cn(-c2ccccc2)nn1,0,1,0,1,0
O=C(c1ccccc1)c1cnc(-c2ccccc2)s1,0,1,0,1,0
O=C(c1ccccc1)c1coc2ccccc12,0,1,0,1,0
O=C(c1ccccc1)n1cccn1,0,1,0,1,0
O=C(c1ccccc1)n1cnc(-c2ccco2)n1,0,1,0,1,0
O=C(c1ccccc1)n1cnnc1,0,1,0,1,0
O=C(c1ccccc1)n1nc(-c2ccccc2)nc1NCc1ccccc1,0,1,0,1,0
O=C(c1ccccc1N1CCNCC1)N1CCOCC1,0,1,0,1,0
O=C(c1cccnc1)N1CCCCC1,0,1,0,1,0
O=C(c1ccco1)N1CCC2(CC1)CCN(c1cccc(-c3ccccc3)c1)CC2,0,1,0,1,0
O=C(c1ccco1)N1CCC2(CC1)CCN(c1ccccc1)CC2,0,1,0,1,0
O=C(c1ccco1)N1CCC2(CC1)CCN(c1ccncc1)CC2,0,1,0,1,0
O=C(c1ccco1)N1CCC2(CC1)CN(c1cccc(-c3ccccc3)c1)C2,0,1,0,1,0
O=C(c1ccco1)N1CCC2(CCCN(c3ncccn3)C2)CC1,0,1,0,1,0
O=C(c1ccco1)N1CCC2(CCCNC2)CC1,0,1,0,1,0
O=C(c1ccco1)N1CCCC2(CCN(c3ncccn3)C2)C1,0,1,0,1,0
O=C(c1ccco1)N1CCCC2(CCNC2)C1,0,1,0,1,0
O=C(c1ccco1)N1CCN(C(=O)c2ccc(COc3ccc4c(c3)CCC4)o2)CC1,0,1,0,1,0
O=C(c1ccco1)N1CCN(S(=O)(=O)c2ccc3[nH]c(=O)oc3c2)CC1,0,1,0,1,0
O=C(c1ccco1)N1CCN(c2ccccc2)CC1,0,1,0,1,0
O=C(c1ccco1)N1CCN(c2ccnc3c(-c4ccccc4)cnn23)CC1,0,1,0,1,0
O=C(c1ccco1)N1CCN(c2nc(-c3ccccc3)cs2)CC1,0,1,0,1,0
O=C(c1ccco1)N1CCN(c2ncccn2)CC1,0,1,0,1,0
O=C(c1ccco1)n1cc(Sc2ccccc2)cn1,0,1,0,1,0
O=C(c1cccs1)N1CCN(C(=O)C(c2ccccc2)c2ccccc2)CC1,0,1,0,1,0
O=C(c1cccs1)N1CCN(Cc2ccccc2)CC1,0,1,0,1,0
O=C(c1cccs1)n1nc(-c2ccccc2)nc1NCc1ccco1,0,1,0,1,0
O=C(c1ccn[nH]1)N1CCOCC1,0,1,0,1,0
O=C(c1ccncc1)N1CCC2(CC1)CCN(C(c1ccccc1)c1ccccc1)CC2,0,1,0,1,0
O=C(c1ccncc1)N1CCC2(CC1)CCN(c1ccccc1)CC2,0,1,0,1,0
O=C(c1ccncc1)N1CCC2(CC1)CCN(c1ccccn1)CC2,0,1,0,1,0
O=C(c1ccncc1)N1CCC2(CC1)CCN(c1ncccn1)CC2,0,1,0,1,0
O=C(c1ccncc1)N1CCC2(CC1)CN(c1ccccc1)C2,0,1,0,1,0
O=C(c1ccncc1)N1CCC2(CC1)CN(c1ncccn1)C2,0,1,0,1,0
O=C(c1ccncc1)N1CCC2(CC1)CNC2,0,1,0,1,0
O=C(c1ccncc1)N1CCC2(CCCN(c3ccncc3)C2)CC1,0,1,0,1,0
O=C(c1ccncc1)N1CCC2(CCCNC2)CC1,0,1,0,1,0
O=C(c1ccncc1)N1CCC2(CCN(Cc3nccs3)CC2)CC1,0,1,0,1,0
O=C(c1ccncc1)N1CCC2(CCNCC2)CC1,0,1,0,1,0
O=C(c1ccncc1)N1CCCC2(CCNC2)C1,0,1,0,1,0
O=C(c1cnc(N2CCN(c3ncccn3)CC2)c2ccccc12)N1CCN(c2ccccn2)CC1,0,1,0,1,0
O=C(c1cnc(Nc2ccccc2)c2ccccc12)N1CCN(Cc2ccccc2)CC1,0,1,0,1,0
O=C(c1cnc(Nc2ccccc2)c2ccccc12)N1CCN(c2ccccc2)CC1,0,1,0,1,0
O=C(c1cnccn1)N1CCC2(CC1)CCN(c1cccc(-c3ccccc3)c1)CC2,0,1,0,1,0
O=C(c1cnccn1)N1CCC2(CC1)CCN(c1ccncc1)CC2,0,1,0,1,0
O=C(c1cnccn1)N1CCC2(CC1)CN(Cc1ccncc1)C2,0,1,0,1,0
O=C(c1cnccn1)N1CCC2(CC1)CN(Cc1nccs1)C2,0,1,0,1,0
O=C(c1cnccn1)N1CCC2(CC1)CN(c1ccccc1)C2,0,1,0,1,0
O=C(c1cnccn1)N1CCC2(CC1)CN(c1ccncc1)C2,0,1,0,1,0
O=C(c1cnccn1)N1CCC2(CC1)CN(c1ncccn1)C2,0,1,0,1,0
O=C(c1cnccn1)N1CCC2(CC1)CNC2,0,1,0,1,0
O=C(c1cnccn1)N1CCC2(CCCN(c3ncccn3)C2)CC1,0,1,0,1,0
O=C(c1cnccn1)N1CCC2(CCN(Cc3nccs3)CC2)CC1,0,1,0,1,0
O=C(c1cnccn1)N1CCCC2(CCNC2)C1,0,1,0,1,0
O=C(c1cnoc1)N1CCC2(CC1)CCN(c1ccccn1)CC2,0,1,0,1,0
O=C(c1cnoc1)N1CCC2(CC1)CCN(c1ncccn1)CC2,0,1,0,1,0
O=C(c1cnoc1)N1CCC2(CC1)CN(Cc1ccccc1)C2,0,1,0,1,0
O=C(c1cnoc1)N1CCC2(CC1)CN(c1cccc(-c3ccccc3)c1)C2,0,1,0,1,0
O=C(c1cnoc1)N1CCC2(CC1)CN(c1ccccc1)C2,0,1,0,1,0
O=C(c1cnoc1)N1CCC2(CC1)CN(c1ccccn1)C2,0,1,0,1,0
O=C(c1cnoc1)N1CCC2(CC1)CN(c1ncccn1)C2,0,1,0,1,0
O=C(c1cnoc1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,0,1,0,1,0
O=C(c1cnoc1)N1CCC2(CCCN(Cc3ccccc3)C2)CC1,0,1,0,1,0
O=C(c1cnoc1)N1CCC2(CCCN(c3ncccn3)C2)CC1,0,1,0,1,0
O=C(c1cnoc1)N1CCC2(CCN(Cc3nccs3)CC2)CC1,0,1,0,1,0
O=C(c1cnoc1)N1CCC2(CCNCC2)CC1,0,1,0,1,0
O=C(c1cnoc1)N1CCCC2(CCN(c3ncccn3)C2)C1,0,1,0,1,0
O=C(c1cnoc1)N1CCCC2(CCNC2)C1,0,1,0,1,0
O=C(c1csnn1)N1CCC2(CC1)CCN(c1ccccc1)CC2,0,1,0,1,0
O=C(c1csnn1)N1CCC2(CC1)CCN(c1ccccn1)CC2,0,1,0,1,0
O=C(c1csnn1)N1CCC2(CC1)CCN(c1ncccn1)CC2,0,1,0,1,0
O=C(c1csnn1)N1CCC2(CC1)CN(c1ccccc1)C2,0,1,0,1,0
O=C(c1csnn1)N1CCC2(CC1)CN(c1ccncc1)C2,0,1,0,1,0
O=C(c1csnn1)N1CCC2(CC1)CN(c1ncccn1)C2,0,1,0,1,0
O=C(c1csnn1)N1CCC2(CC1)CNC2,0,1,0,1,0
O=C(c1csnn1)N1CCC2(CCCNC2)CC1,0,1,0,1,0
O=C(c1csnn1)N1CCC2(CCN(Cc3nccs3)CC2)CC1,0,1,0,1,0
O=C(c1csnn1)N1CCCC2(CCNC2)C1,0,1,0,1,0
O=C1C(=CN2CCOCC2)C=NN1c1ccccc1,0,1,0,1,0
O=C1C(=Cc2ccccc2)C(N2CCOCC2)=NN1c1ccccc1,0,1,0,1,0
O=C1C(=Cc2ccccc2)C(c2ccccc2)Oc2ccccc21,0,1,0,1,0
O=C1C(=Cc2ccccc2)CCCC1=Cc1ccccc1,0,1,0,1,0
O=C1C(=Cc2ccccc2)Oc2ccccc21,0,1,0,1,0
O=C1C(=Cc2ccccc2)SC(=S)N1Nc1ncccn1,0,1,0,1,0
O=C1C(=Cc2cccnc2)SC(=S)N1c1ccccc1,0,1,0,1,0
O=C1C(=Cc2ccco2)SC(=Nc2ccccc2)N1c1ccccc1,0,1,0,1,0
O=C1C(=Cc2cccs2)NC(=S)N1c1ccccc1,0,1,0,1,0
O=C1C(=NNc2ccccc2)Sc2ccccc21,0,1,0,1,0
O=C1C(=O)C(C(=CCc2ccccc2)c2ccc3ccccc3c2)C(=O)c2ccccc21,0,1,0,1,0
O=C1C(=O)C(Cc2ccccc2)C(=O)c2ccccc21,0,1,0,1,0
O=C1C(=O)N(CCCN2CCOCC2)C(c2ccncc2)C1C(=O)c1ccccc1,0,1,0,1,0
O=C1C(=O)N(CCCn2ccnc2)C(c2ccccn2)C1C(=O)c1ccccc1,0,1,0,1,0
O=C1C(=O)N(CCN2CCOCC2)C(c2ccccc2)C1C(=O)c1ccc2c(c1)CCO2,0,1,0,1,0
O=C1C(=O)N(CCN2CCOCC2)C(c2ccccc2)C1C(=O)c1ccccc1,0,1,0,1,0
O=C1C(=O)N(CCN2CCOCC2)C(c2ccccc2)C1C(=O)c1ccco1,0,1,0,1,0
O=C1C(=O)N(CCN2CCOCC2)C(c2cccnc2)C1C(=O)c1cnc2ccccn12,0,1,0,1,0
O=C1C(=O)N(CCN2CCOCC2)C(c2ccco2)C1C(=O)c1cncs1,0,1,0,1,0
O=C1C(=O)N(CCN2CCOCC2)C(c2cccs2)C1C(=O)c1cnc2ccccn12,0,1,0,1,0
O=C1C(=O)N(CCN2CCOCC2)C(c2ccncc2)C1C(=O)c1cnc2ccccn12,0,1,0,1,0
O=C1C(=O)N(CCc2ccccc2)C(c2ccccc2)C1C(=O)c1ccco1,0,1,0,1,0
O=C1C(=O)N(Cc2cccnc2)C(c2ccccc2)C1C(=O)c1ccco1,0,1,0,1,0
O=C1C(=O)N(Cc2cccnc2)C(c2cccnc2)C1C(=O)c1ccccc1,0,1,0,1,0
O=C1C(=O)N(c2ccccn2)C(c2ccccc2)C1C(=O)c1ccccc1,0,1,0,1,0
O=C1C(=O)N(c2ccon2)C(c2ccccc2)C1C(=O)c1ccco1,0,1,0,1,0
O=C1C(=O)N(c2ccon2)C(c2ccccc2)C1C(=O)c1cccs1,0,1,0,1,0
O=C1C(=O)N(c2nncs2)C(c2ccccc2)C1C(=O)c1ccco1,0,1,0,1,0
O=C1C(=O)c2c(ccc3c2CCCC3)-c2occc21,0,1,0,1,0
O=C1C(Cc2ccccc2)C(c2ccccc2)N1c1ccccc1,0,1,0,1,0
O=C1C(NS(=O)(=O)c2ccccc2)N=C2SCCN12,0,1,0,1,0
O=C1C(c2ccccc2)CNCC1(c1ccccc1)C1C(c2ccccc2)CNCC1c1ccccc1,0,1,0,1,0
O=C1C2=CC3(CCC2C2CC=C4CCCCC4C12)CC1NCCCC1O3,0,1,0,1,0
O=C1C2=CCCC3COCC23Oc2cc3c(cc21)C=CCO3,0,1,0,1,0
O=C1C2=CCc3cn(-c4cccc(Oc5ccccc5)c4)cc3C2CC2OC12,0,1,0,1,0
O=C1C2=CCc3cn(-c4ccccc4)cc3C2CC2OC12,0,1,0,1,0
O=C1C2=CCc3cn(C4CCCCC4)cc3C2CC2OC12,0,1,0,1,0
O=C1C2=CCc3cn(CC4CCCO4)cc3C2CC2OC12,0,1,0,1,0
O=C1C2C(c3ccccc3)NC(c3ccccc3)C1C(c1ccccc1)NC2c1ccccc1,0,1,0,1,0
O=C1C2C3C(=CC(=O)N2C(=O)N1CC1CC1)CCc1c[nH]cc13,0,1,0,1,0
O=C1C2C3C(=CC(=O)N2C(=O)N1Cc1ccccc1)CCc1cn(-c2ccccc2)cc13,0,1,0,1,0
O=C1C2CC2C(=O)N1c1ccccc1,0,1,0,1,0
O=C1C2CC3C=CC2(CN1Cc1ccccn1)O3,0,1,0,1,0
O=C1C2CC3CC1CC(C2)C3=O,0,1,0,1,0
O=C1C2CCN(CC2)C1Cc1ccccc1,0,1,0,1,0
O=C1C2CN3CC1CN(C2)C3,0,1,0,1,0
O=C1C2CN3CC1CN(C2)C31CCSCC1,0,1,0,1,0
O=C1C2CN3CC1CN(C2)C3c1ccco1,0,1,0,1,0
O=C1C2CNCC1CNC2,0,1,0,1,0
O=C1C2OC3(NC=CC(c4ccccc4)N13)c1c[nH]cc12,0,1,0,1,0
O=C1C2OC3(NC=CC(c4ccccc4)N13)c1cn(-c3ccccc3)cc12,0,1,0,1,0
