,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
147,31,31,12,31,18,31,14,31,14,25,50,12,53,12,31,18,12,31,18,45,31,12,31,18,45,31,31,31,31,31,31,50,12,31,14,51,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5281,31,31,17,47,31,24,31,31,14,50,12,31,12,31,18,47,31,31,12,31,18,45,31,24,13,31,14,31,14,31,14,50,12,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4961,31,31,14,31,14,31,25,51,12,45,31,12,31,18,31,31,31,45,25,50,24,53,12,31,18,12,31,18,31,14,31,14,31,17,53,45,14,50,13,50,24,31,31,51,50,31,17,51,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9553,47,14,24,31,47,31,14,24,3,31,17,31,14,31,14,31,14,31,14,50,2,50,12,42,31,24,13,31,14,31,14,31,14,50,12,14,51,50,24,53,12,31,18,12,31,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4832,31,31,14,31,14,42,31,25,50,17,53,31,31,17,31,24,31,47,14,31,17,45,24,13,31,14,31,14,31,14,50,12,31,50,47,17,50,53,17,31,51,50,1,14,51,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4747,31,31,14,31,14,24,3,47,31,31,12,31,18,45,31,17,31,31,53,50,24,31,14,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11181,31,47,31,14,31,14,25,12,2,47,29,31,14,27,24,13,31,14,31,14,31,14,50,12,47,29,50,45,31,47,31,12,31,18,31,31,6,24,31,31,17,9,27,47,29,24,25,31,47,31,24,31,31,18,29,24,1,47,31,24,31,31,18,29,24,1
225,31,31,14,31,14,25,50,1,53,12,31,18,12,31,18,45,31,12,31,18,45,45,31,31,31,31,31,31,50,1,31,14,51,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2227,31,31,31,31,27,31,29,50,50,27,24,17,45,31,12,31,18,31,14,31,14,47,50,24,31,14,31,14,24,31,32,31,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5453,31,31,31,27,31,28,50,50,24,51,31,31,31,27,24,17,45,31,12,31,18,31,14,31,14,47,50,24,31,14,31,14,24,31,32,31,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5557,31,31,31,31,27,31,29,50,50,27,24,17,45,31,12,31,18,31,14,31,14,47,50,24,31,14,31,14,31,14,50,12,31,24,31,33,24,31,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3497,31,14,31,14,25,50,2,45,31,17,31,24,13,31,14,31,14,45,14,50,12,17,31,14,31,14,31,14,50,53,50,12,31,14,51,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6084,31,31,47,31,12,31,18,31,14,31,14,25,50,2,45,31,17,31,24,13,31,14,31,14,45,14,50,12,17,31,14,31,14,31,14,50,53,50,12,31,14,51,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8350,33,31,14,31,14,25,50,2,45,31,17,31,24,13,31,14,31,14,45,14,50,12,17,31,14,31,14,31,14,50,53,50,12,31,14,51,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2559,31,47,31,12,31,18,31,14,31,14,25,24,24,31,24,53,45,31,12,31,18,47,31,31,14,31,14,31,14,50,12,6,13,50,1,14,5,24,31,31,31,12,31,18,45,31,14,31,14,24,50,47,31,31,14,50,25,31,14,31,14,45,14,50,12,31
2561,31,47,31,12,31,18,31,14,31,14,25,51,49,31,24,53,45,31,12,31,18,47,31,31,14,31,14,31,14,50,12,6,13,50,50,14,5,24,31,31,31,12,31,18,45,31,14,31,14,31,14,50,12,31,14,31,14,45,14,50,12,31,14,51,51,24
4338,31,31,14,31,24,31,31,14,31,12,51,14,50,1,31,31,14,31,31,50,24,31,25,50,2,31,14,31,14,24,53,53,12,31,18,12,31,18,45,31,31,47,31,31,50,12,31,14,50,3,45,51,50,13,0,0,0,0,0,0,0,0,0,0,0,0
4088,31,31,24,31,31,45,53,12,31,18,12,31,18,31,14,31,14,25,50,17,45,31,12,31,22,45,31,12,31,18,31,14,31,14,24,13,31,14,31,14,31,14,50,12,31,14,50,45,31,14,51,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0
3976,31,31,24,31,31,31,14,31,14,25,51,24,47,31,31,14,31,14,25,50,1,31,12,31,18,45,31,31,45,24,13,31,14,31,14,31,17,50,12,31,31,50,45,31,14,51,50,51,31,14,51,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0
5794,31,31,31,53,31,14,31,24,25,45,31,31,31,31,50,24,17,31,24,13,31,14,31,14,31,14,50,12,17,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3704,31,31,12,31,18,45,31,14,31,24,13,31,14,31,14,31,14,50,12,17,45,50,47,31,31,14,31,14,24,31,32,31,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9920,47,22,12,31,18,24,49,31,31,24,31,47,31,47,31,14,31,14,31,14,50,12,32,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9614,47,14,24,31,47,31,14,45,14,31,25,50,1,31,14,31,17,31,14,24,12,31,12,31,18,47,31,24,31,47,14,50,2,50,14,14,51,50,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5245,31,31,17,45,14,25,50,14,45,31,12,31,18,31,53,31,17,31,17,31,14,50,12,31,17,45,50,24,31,14,31,14,31,14,50,12,31,53,51,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5535,31,31,31,17,45,14,25,50,49,45,31,12,31,18,31,53,31,17,31,17,31,14,50,12,31,17,45,50,24,31,14,31,14,24,50,47,31,31,14,50,25,53,51,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3952,31,31,24,31,31,31,24,53,45,53,12,31,18,12,31,18,31,14,31,14,53,50,24,31,12,31,18,45,31,31,45,31,31,45,24,13,31,14,31,14,31,14,50,12,31,31,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3405,31,14,31,47,31,12,31,18,6,12,53,14,57,14,31,14,31,14,31,14,31,14,50,2,50,12,45,31,12,31,18,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7089,31,47,31,12,31,18,31,14,31,14,24,3,45,31,12,31,22,45,31,31,31,31,31,31,50,12,31,14,50,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10062,53,14,24,14,45,31,14,31,14,24,31,32,31,14,50,1,32,45,31,31,31,31,31,31,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,31,31,31,31,31,31,12,31,18,31,31,31,31,14,31,14,31,24,31,47,14,31,24,31,47,14,50,25,31,12,31,18,47,51,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,31,29,31,31,31,31,12,31,18,31,31,31,31,14,31,14,31,24,31,47,14,31,24,31,47,14,50,25,31,12,31,18,47,51,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2625,31,47,31,12,31,18,31,31,14,47,31,47,31,31,14,31,27,50,2,31,50,24,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7042,31,47,31,12,31,18,31,14,24,31,31,45,14,53,31,24,31,31,31,12,31,18,45,50,1,31,50,45,6,14,6,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8917,47,14,24,3,31,14,31,14,24,31,32,31,24,31,32,14,50,25,31,14,31,24,13,31,14,31,14,31,17,50,12,14,24,13,45,31,31,47,31,31,50,12,53,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904,47,14,24,13,31,31,31,31,31,31,50,12,45,31,31,12,31,18,45,31,31,31,14,31,14,31,14,50,12,27,50,2,31,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10805,47,14,25,50,13,45,31,14,31,14,31,24,14,47,31,12,31,18,31,14,31,14,45,14,50,12,14,50,3,31,14,31,14,45,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5803,31,31,45,24,13,31,31,31,31,31,31,50,12,53,12,31,18,12,31,18,31,14,31,14,25,50,31,53,12,31,18,12,31,18,45,31,31,14,31,17,31,14,50,12,31,14,50,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,31,31,24,2,31,31,14,31,14,31,14,50,12,31,12,31,18,45,31,31,45,24,31,31,31,31,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9678,47,14,24,31,47,31,45,31,12,31,18,31,45,14,24,13,31,14,31,14,31,17,50,12,31,14,31,24,31,32,14,31,14,50,1,51,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4740,31,31,14,31,14,24,14,47,31,12,31,18,45,31,31,47,31,31,50,12,31,14,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5757,31,31,31,45,31,17,31,12,31,18,45,24,31,31,31,12,31,18,6,50,13,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9580,47,14,24,31,47,31,14,31,14,25,50,12,45,31,31,17,31,14,31,14,31,14,31,14,50,12,31,14,50,2,42,50,17,31,14,51,50,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889,47,14,25,50,24,6,14,6,12,31,18,47,31,14,31,14,31,14,50,12,31,12,31,18,47,47,31,14,31,14,31,14,50,12,31,12,31,18,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5255,31,31,45,17,53,31,20,24,45,31,12,31,18,47,31,31,14,31,14,24,13,31,24,31,33,24,31,33,33,31,14,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,31,31,47,31,12,31,18,31,14,45,14,31,24,25,31,17,45,50,24,31,31,14,50,47,45,45,14,24,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6106,31,31,47,31,12,31,18,31,14,45,14,31,24,1,31,17,45,50,24,31,14,50,2,45,31,31,31,45,24,31,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6585,31,45,24,31,31,31,31,31,45,31,14,24,12,31,12,31,18,47,31,17,31,14,50,13,31,17,45,50,24,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9602,47,14,24,31,47,31,14,31,14,31,14,50,12,31,31,14,31,14,31,14,50,12,47,31,14,31,14,31,14,50,12,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,31,31,17,31,24,2,45,31,31,31,31,31,31,50,12,14,45,14,24,13,31,14,31,14,31,14,50,12,45,24,17,31,31,31,31,45,24,31,31,31,31,50,1,31,51,50,50,17,51,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5406,31,31,31,24,31,31,24,31,31,45,45,17,45,14,50,24,31,25,50,1,31,14,31,14,31,14,24,2,31,14,50,12,45,14,50,2,47,47,31,47,50,2,45,31,31,31,31,31,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3752,31,31,12,31,18,45,31,31,31,14,24,2,31,31,14,31,14,31,14,50,12,42,31,14,31,14,31,14,50,53,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5594,31,31,31,31,31,12,31,18,45,31,31,31,14,24,2,31,31,14,31,14,31,14,50,12,42,31,14,31,14,31,14,50,53,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,31,14,31,14,42,31,24,25,31,14,53,31,17,50,24,17,31,50,2,14,50,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7825,31,47,31,14,31,14,31,25,50,49,31,42,45,14,31,20,24,31,24,47,31,14,31,14,24,31,31,47,50,12,31,24,50,31,4,14,24,31,45,47,50,3,14,51,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2411,31,47,8,14,25,24,13,57,12,31,18,45,31,31,12,31,18,45,31,25,50,51,31,12,31,18,47,31,47,31,12,31,18,31,24,31,31,24,31,31,31,14,24,47,6,14,57,53,31,17,31,20,24,31,31,53,31,51,50,45,51,50,13,31,14,53
5898,31,31,45,31,25,50,12,53,31,31,12,31,18,45,31,14,31,14,31,14,50,12,31,12,31,18,47,31,17,45,14,51,50,51,31,14,31,14,24,31,45,31,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10578,31,47,31,14,31,14,24,31,31,31,14,50,1,45,31,12,31,18,31,53,31,17,45,14,24,49,31,14,31,14,24,50,47,31,31,24,50,47,31,14,50,2,45,50,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5313,31,31,17,47,31,24,31,31,14,50,12,31,17,31,14,31,24,13,45,31,31,47,31,31,50,12,17,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10998,31,31,31,47,31,12,31,18,31,29,24,31,47,31,24,31,31,27,25,50,25,47,27,47,31,24,31,31,31,24,31,47,31,24,12,45,24,31,31,31,31,50,47,47,31,24,49,31,31,45,31,31,24,31,31,31,31,24,31,31,31,50,25,31,31,24
7152,31,47,31,12,31,18,45,31,31,31,28,25,51,25,31,31,45,25,50,14,31,31,14,31,24,13,31,24,31,33,24,31,33,33,14,31,24,13,31,24,31,33,24,31,33,33,14,50,14,31,51,50,51,31,51,50,13,0,0,0,0,0,0,0,0,0
7975,31,47,31,14,31,14,31,14,50,12,31,45,31,31,28,24,3,31,31,31,45,24,12,31,24,31,31,18,31,50,13,31,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8084,31,47,31,31,12,31,18,45,31,31,31,28,25,50,51,31,31,45,24,45,31,31,14,31,14,31,14,50,12,47,31,31,50,14,31,51,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8996,47,14,24,13,31,14,45,14,31,17,50,12,45,31,31,31,25,50,3,31,31,31,45,25,50,51,31,24,13,31,14,31,14,31,14,50,12,31,14,31,14,31,14,50,12,31,51,50,50,31,31,51,50,25,0,0,0,0,0,0,0,0,0,0,0,0
1257,31,31,24,31,31,31,31,31,24,31,31,24,31,31,31,14,31,25,50,24,31,12,31,18,45,31,14,31,14,24,12,31,12,31,18,47,31,14,50,13,14,31,14,51,50,31,51,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10244,31,31,24,31,47,31,14,31,14,31,14,50,12,31,12,31,18,45,50,47,31,31,31,14,31,14,31,14,50,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9359,47,14,25,50,1,45,31,31,17,45,24,17,31,31,14,31,14,24,31,32,31,14,50,1,31,20,17,31,14,31,14,24,12,36,12,31,18,46,31,14,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,31,31,12,31,18,45,31,17,45,24,13,31,14,31,14,31,14,50,12,31,12,31,18,31,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3928,31,31,24,31,31,17,47,27,24,31,31,31,45,31,31,31,31,17,31,24,31,31,14,24,31,31,31,14,50,25,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6886,31,47,8,14,24,31,57,31,31,45,31,31,31,31,17,31,24,31,31,14,24,31,31,31,14,50,25,50,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,31,31,24,31,31,31,45,31,31,31,24,24,31,31,50,12,31,31,45,24,45,31,12,31,18,31,14,31,14,47,50,24,31,31,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4068,31,31,24,31,31,45,31,12,31,18,45,31,31,31,24,24,31,31,50,12,31,31,45,24,45,31,12,31,18,31,14,31,14,47,50,24,31,31,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6742,31,45,31,31,31,24,24,31,31,50,12,31,31,45,24,45,31,12,31,18,31,14,31,14,47,50,24,31,31,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6307,31,31,47,31,14,31,14,45,14,31,14,24,3,8,17,57,14,31,14,24,31,45,45,14,50,1,45,31,14,31,50,53,14,24,31,45,31,51,50,24,14,51,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,31,31,31,31,45,31,31,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,31,31,53,31,12,31,18,45,31,31,31,31,31,31,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2417,31,47,31,12,31,18,28,24,17,31,31,14,31,14,24,31,33,31,14,50,1,27,31,13,50,1,14,31,12,31,18,29,50,12,31,31,12,31,18,31,12,31,18,45,24,31,31,31,31,45,51,50,13,31,12,31,18,31,14,31,14,31,14,50,12,0
2475,31,47,31,12,31,18,28,24,2,31,31,14,31,14,31,14,50,12,27,31,13,50,1,14,31,12,31,18,29,50,12,31,31,12,31,18,31,12,31,18,45,24,31,31,31,31,45,51,50,25,31,12,31,18,31,14,31,14,31,14,50,12,0,0,0,0
7970,31,47,31,14,31,14,31,14,50,12,31,31,45,31,31,14,31,14,24,2,31,14,50,12,36,12,31,18,46,47,31,47,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10396,31,31,31,31,31,47,31,14,31,14,25,50,24,45,31,12,31,18,31,12,31,18,45,31,31,31,14,31,31,31,31,50,12,31,14,51,50,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,47,14,31,31,31,45,50,24,31,31,3,31,45,31,31,31,31,50,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7278,31,47,31,14,31,14,31,12,12,14,50,12,47,31,31,24,47,31,14,31,12,31,18,31,14,50,1,31,31,50,14,45,24,17,31,12,31,18,31,14,31,14,31,14,50,12,31,31,51,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10237,31,31,24,31,31,27,31,31,28,50,12,25,50,31,31,53,12,31,18,12,31,18,45,31,14,31,14,31,14,50,12,31,12,31,18,31,51,50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3743,31,31,12,31,18,45,31,17,31,24,31,47,14,45,14,24,50,31,18,31,17,31,50,25,17,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4133,31,31,25,50,14,53,31,17,31,24,13,31,14,31,14,31,14,50,12,14,31,24,13,31,24,31,33,24,31,33,33,17,50,53,31,12,31,18,45,31,31,31,31,31,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3515,31,14,31,14,31,24,14,31,14,42,31,14,31,14,31,14,50,13,50,12,14,31,14,31,14,31,50,12,17,31,51,50,50,14,51,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8461,45,3,31,14,31,14,31,14,50,12,31,45,31,12,31,18,53,6,13,50,25,14,6,14,31,14,45,50,24,31,14,31,14,31,24,12,31,12,31,18,47,14,50,13,31,51,50,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6621,31,45,24,31,31,53,12,31,18,12,31,18,47,31,31,14,53,31,20,24,31,12,31,18,45,31,14,31,14,24,31,32,31,24,31,32,14,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11262,47,14,29,29,29,24,31,47,29,24,31,47,31,6,12,45,17,9,31,31,14,31,14,31,14,50,12,27,50,49,31,31,27,51,50,24,31,12,31,18,45,51,50,13,31,31,14,31,14,31,14,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2422,31,47,31,12,31,18,28,24,17,31,31,14,31,14,24,31,33,31,14,50,1,29,31,31,14,24,2,31,12,31,18,45,24,31,31,31,45,24,45,31,31,14,31,14,24,31,31,47,50,12,31,20,49,31,29,51,50,51,31,45,51,50,3,31,12,31
2444,31,47,31,12,31,18,28,24,14,31,31,14,31,14,24,50,47,31,31,14,50,25,29,31,31,14,24,2,31,12,31,18,45,24,31,31,31,45,24,45,31,31,14,31,14,24,31,31,47,50,12,31,20,49,31,29,51,50,51,31,45,51,50,53,31,12
7889,31,47,31,14,31,14,31,25,51,12,45,31,12,31,18,45,31,12,31,18,6,13,50,50,14,59,31,31,14,31,14,31,12,51,14,50,12,47,31,47,50,12,31,51,50,51,18,14,51,50,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9707,47,14,25,50,45,47,31,14,24,31,23,31,14,24,17,31,12,31,22,45,31,31,47,31,31,50,12,31,14,50,3,23,31,14,31,14,24,31,32,31,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
975,31,14,45,14,31,24,45,31,45,31,31,14,31,14,45,14,50,12,14,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8857,47,15,24,31,46,31,31,14,31,17,31,14,31,14,31,14,50,12,45,50,13,31,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4841,31,31,14,31,14,31,12,51,14,50,12,45,25,50,31,31,31,12,31,18,45,31,31,31,31,24,31,31,31,31,50,1,31,12,31,18,31,47,51,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2739,31,47,31,14,31,14,25,51,24,6,14,8,25,50,50,31,31,31,14,31,14,24,50,47,31,31,24,50,47,31,14,50,2,31,12,31,18,31,14,31,14,31,17,50,12,31,14,51,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9588,47,14,24,31,47,31,14,31,14,31,25,51,24,8,17,57,14,24,13,53,12,31,18,12,31,18,47,31,14,31,14,50,2,31,12,31,18,31,14,31,14,31,14,50,12,31,50,47,18,14,51,50,45,47,0,0,0,0,0,0,0,0,0,0,0,0
6670,31,45,27,45,31,12,31,18,31,14,31,14,31,14,50,12,45,50,47,31,31,14,31,14,24,31,33,31,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7296,31,47,31,14,31,14,25,50,1,6,14,6,12,31,18,45,31,31,31,24,31,31,17,45,24,31,31,31,20,1,31,31,14,51,50,51,31,47,31,14,31,14,24,31,23,31,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7297,31,47,31,14,31,14,25,50,51,6,14,6,12,31,18,45,31,31,14,45,24,31,31,45,14,50,12,31,31,14,51,50,50,31,47,31,14,31,14,24,31,23,31,14,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,47,45,14,31,14,31,12,50,17,47,31,14,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10688,31,53,31,17,31,24,17,47,31,14,31,14,24,31,33,31,14,50,1,14,31,14,31,14,31,50,12,17,51,50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
